Image,,xmin,ymin,xmax,ymax,label
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.f75de4ceaf06638e9472e72ab63608b0.jpg,,365,175,388,203,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.f75de4ceaf06638e9472e72ab63608b0.jpg,,281,171,304,203,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.f75de4ceaf06638e9472e72ab63608b0.jpg,,318,127,373,189,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.f75de4ceaf06638e9472e72ab63608b0.jpg,,185,88,231,143,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.f75de4ceaf06638e9472e72ab63608b0.jpg,,90,159,118,192,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.f75de4ceaf06638e9472e72ab63608b0.jpg,,33,128,81,197,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.f75de4ceaf06638e9472e72ab63608b0.jpg,,5,178,42,213,mask
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.f75de4ceaf06638e9472e72ab63608b0.jpg,,3,133,34,172,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,304,165,312,174,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,372,169,408,204,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,352,182,369,201,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,316,173,330,188,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,264,170,272,181,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,270,164,278,173,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,277,174,286,181,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,209,175,216,184,no-mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,231,179,245,198,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,187,172,198,184,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,168,173,181,186,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,99,180,109,189,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,22,182,29,190,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,15,183,24,193,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,55,186,62,194,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,142,179,153,192,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,125,178,133,188,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,32,183,42,193,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,43,182,54,194,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,4,188,17,202,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,11,193,26,211,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,39,205,63,227,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,113,183,131,201,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,131,197,146,217,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,86,186,110,217,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,58,190,92,229,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,111,220,150,262,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,164,222,185,248,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,197,187,213,209,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,174,188,192,206,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,211,192,234,215,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,191,208,233,253,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,255,189,279,218,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fb0847362b751e03304ec361e1e2c0cc.jpg,,279,188,359,284,mask
phpM5suKS_jpg.rf.f9259102e1fd8f26a2a95ee9b7aa6f0c.jpg,,117,95,147,170,no-mask
phpM5suKS_jpg.rf.f9259102e1fd8f26a2a95ee9b7aa6f0c.jpg,,75,85,124,178,no-mask
phpM5suKS_jpg.rf.f9259102e1fd8f26a2a95ee9b7aa6f0c.jpg,,255,99,302,204,mask
phpM5suKS_jpg.rf.f9259102e1fd8f26a2a95ee9b7aa6f0c.jpg,,331,61,413,184,no-mask
phpM5suKS_jpg.rf.f9259102e1fd8f26a2a95ee9b7aa6f0c.jpg,,0,19,96,170,mask
phpM5suKS_jpg.rf.f9259102e1fd8f26a2a95ee9b7aa6f0c.jpg,,146,56,265,234,mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,171,114,190,134,no-mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,179,134,202,157,no-mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,327,109,364,149,no-mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,154,122,170,139,mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,200,119,221,142,mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,254,123,288,161,mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,301,129,327,157,mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,370,122,398,161,mask
RZXE24HFK5GSVKVSN57VCVPQ4M_jpg.rf.faca0a4e2da5670fe6154803c6fa17c8.jpg,,92,104,117,135,mask
1553605632_9d5877d8_60_jpg.rf.f3940b4f87072293814600d19919c2e5.jpg,,326,302,348,329,mask
1553605632_9d5877d8_60_jpg.rf.f3940b4f87072293814600d19919c2e5.jpg,,353,287,387,339,mask
1553605632_9d5877d8_60_jpg.rf.f3940b4f87072293814600d19919c2e5.jpg,,307,256,340,291,mask
1553605632_9d5877d8_60_jpg.rf.f3940b4f87072293814600d19919c2e5.jpg,,83,269,145,347,mask
1553605632_9d5877d8_60_jpg.rf.f3940b4f87072293814600d19919c2e5.jpg,,1,249,69,327,mask
1553605632_9d5877d8_60_jpg.rf.f3940b4f87072293814600d19919c2e5.jpg,,25,106,51,136,mask
1553605632_9d5877d8_60_jpg.rf.f3940b4f87072293814600d19919c2e5.jpg,,44,80,71,119,mask
1422808187-3291816118_jpg.rf.f4fc10a9231b81c32c6fbbc068c5c591.jpg,,134,102,277,272,mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,277,115,305,148,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,354,124,383,159,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,388,151,413,195,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,226,209,279,263,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,241,180,288,225,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,212,143,244,187,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,186,132,218,173,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,87,131,123,175,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,36,142,72,181,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,62,155,98,205,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,60,203,103,248,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,118,186,163,242,no-mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,329,198,387,263,mask
skypost16012020a01s_jpg.rf.fabbe4be7d5b22fb5797841e76115e36.jpg,,159,181,206,241,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,304,165,312,174,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,372,169,408,204,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,352,182,369,201,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,316,173,330,188,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,264,170,272,181,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,270,164,278,173,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,277,174,286,181,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,209,175,216,184,no-mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,231,179,245,198,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,187,172,198,184,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,168,173,181,186,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,99,180,109,189,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,22,182,29,190,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,15,183,24,193,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,55,186,62,194,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,142,179,153,192,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,125,178,133,188,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,32,183,42,193,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,43,182,54,194,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,4,188,17,202,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,11,193,26,211,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,39,205,63,227,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,113,183,131,201,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,131,197,146,217,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,86,186,110,217,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,58,190,92,229,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,111,220,150,262,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,164,222,185,248,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,197,187,213,209,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,174,188,192,206,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,211,192,234,215,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,191,208,233,253,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,255,189,279,218,mask
shutterstock_editorial_10536831j_2e16d0ba_fill-1200x650_jpg.rf.fd7a04b6f16f409dc8e126b14dcd1154.jpg,,279,188,359,284,mask
126202-untitled-design-13_jpg.rf.ffde980a538544d6e5a192be9bdda77f.jpg,,324,96,387,175,mask
126202-untitled-design-13_jpg.rf.ffde980a538544d6e5a192be9bdda77f.jpg,,234,139,325,268,mask
126202-untitled-design-13_jpg.rf.ffde980a538544d6e5a192be9bdda77f.jpg,,161,123,239,225,mask
126202-untitled-design-13_jpg.rf.ffde980a538544d6e5a192be9bdda77f.jpg,,70,176,144,270,mask
126202-untitled-design-13_jpg.rf.ffde980a538544d6e5a192be9bdda77f.jpg,,2,129,77,249,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,345,160,414,244,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,308,190,366,263,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,335,106,398,167,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,274,90,328,152,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,226,186,289,258,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,196,164,249,230,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,176,95,221,152,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,145,101,185,144,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,119,186,177,251,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,114,96,151,141,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,60,88,107,144,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,2,85,53,145,mask
000_1OC3DT_jpg.rf.fbb5703fe5cbf80d030ed9fc3543f881.jpg,,35,170,91,230,mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,38,121,62,162,mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,0,133,10,177,no-mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,115,136,152,175,no-mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,292,122,331,170,no-mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,51,108,99,164,mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,165,115,208,169,mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,220,101,257,150,mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,256,129,303,186,mask
phppaNXxb_jpg.rf.fbe4dbadc6b90012e3f28145a2e0b3ea.jpg,,346,199,387,251,mask
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.ffc2499cf0fa1c95c50db9c4db076ba1.jpg,,246,83,284,129,mask
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.ffc2499cf0fa1c95c50db9c4db076ba1.jpg,,102,117,128,147,no-mask
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.ffc2499cf0fa1c95c50db9c4db076ba1.jpg,,150,75,178,109,no-mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,253,121,269,142,no-mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,84,129,98,144,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,371,69,412,119,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,270,93,311,137,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,203,88,242,132,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,161,85,194,125,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,104,109,134,144,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,52,103,78,132,mask
thumbnail-ba5c72edb320b49a69e86b05775c49b2-scaled-1_jpeg_jpg.rf.0c9107c13c231bd741af22147bfbd252.jpg,,11,106,39,135,mask
w1240-p16x9-0e48e0098f6e832f27d8b581b33bbc72b9967a63_jpg.rf.04fef5e4b89cbbbabe57d7dc73d93569.jpg,,226,95,338,195,mask
w1240-p16x9-0e48e0098f6e832f27d8b581b33bbc72b9967a63_jpg.rf.04fef5e4b89cbbbabe57d7dc73d93569.jpg,,62,112,171,204,mask
1580166133-5b61094cac11561b0cbe09826e32a924_jpg.rf.086e7a59f86952ab5a96e29b4c406341.jpg,,3,179,86,331,mask
1580166133-5b61094cac11561b0cbe09826e32a924_jpg.rf.086e7a59f86952ab5a96e29b4c406341.jpg,,44,90,113,176,mask
1580166133-5b61094cac11561b0cbe09826e32a924_jpg.rf.086e7a59f86952ab5a96e29b4c406341.jpg,,21,131,91,219,mask
1580166133-5b61094cac11561b0cbe09826e32a924_jpg.rf.086e7a59f86952ab5a96e29b4c406341.jpg,,101,126,177,237,mask
1580166133-5b61094cac11561b0cbe09826e32a924_jpg.rf.086e7a59f86952ab5a96e29b4c406341.jpg,,253,70,317,140,mask
1580166133-5b61094cac11561b0cbe09826e32a924_jpg.rf.086e7a59f86952ab5a96e29b4c406341.jpg,,351,71,414,150,mask
1580166133-5b61094cac11561b0cbe09826e32a924_jpg.rf.086e7a59f86952ab5a96e29b4c406341.jpg,,321,172,408,281,mask
1580166133-5b61094cac11561b0cbe09826e32a924_jpg.rf.086e7a59f86952ab5a96e29b4c406341.jpg,,181,138,285,282,mask
0ad90195-cd77-489e-bf85-08c83b80d3e0_jpg.rf.0714cb816b3c6cdbe18075100c4f0b55.jpg,,1,88,63,232,mask
0ad90195-cd77-489e-bf85-08c83b80d3e0_jpg.rf.0714cb816b3c6cdbe18075100c4f0b55.jpg,,96,121,209,240,mask
0ad90195-cd77-489e-bf85-08c83b80d3e0_jpg.rf.0714cb816b3c6cdbe18075100c4f0b55.jpg,,199,109,299,231,mask
shutterstock_289132226_jpg.rf.0919b0f674c4ba1ea87eb151cca5b41d.jpg,,266,114,328,176,mask
shutterstock_289132226_jpg.rf.0919b0f674c4ba1ea87eb151cca5b41d.jpg,,176,105,239,169,mask
shutterstock_289132226_jpg.rf.0919b0f674c4ba1ea87eb151cca5b41d.jpg,,78,99,137,170,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,128,167,139,179,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,1,163,11,181,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,180,172,188,185,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,6,179,31,205,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,43,170,53,184,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,103,162,114,177,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,123,182,147,212,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,16,199,49,229,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,62,164,101,208,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,257,175,272,193,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,270,188,295,219,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,228,184,253,213,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,151,169,178,210,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,172,205,212,255,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,378,220,406,283,mask
1580173904-0001oc33f_jpg.rf.0dc7aea34319dea99f601e1623c272a9.jpg,,319,178,390,276,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,128,167,139,179,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,1,163,11,181,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,180,172,188,185,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,6,179,31,205,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,43,170,53,184,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,103,162,114,177,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,123,182,147,212,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,16,199,49,229,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,62,164,101,208,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,257,175,272,193,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,270,188,295,219,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,228,184,253,213,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,151,169,178,210,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,172,205,212,255,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,378,220,406,283,mask
1580173904-0001oc33f_jpg.rf.069ee9bd7c764c9d4c15c4e05017e0ed.jpg,,319,178,390,276,mask
1579928067_250120120154270000005e2bca03bf464_jpg.rf.059d2ace4ff7e482d8fecba6659d9a43.jpg,,359,103,385,133,mask
1579928067_250120120154270000005e2bca03bf464_jpg.rf.059d2ace4ff7e482d8fecba6659d9a43.jpg,,318,93,342,125,mask
1579928067_250120120154270000005e2bca03bf464_jpg.rf.059d2ace4ff7e482d8fecba6659d9a43.jpg,,42,102,66,127,mask
